antecedent,consequent,support,confidence,lift,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved
"chocolate, filling, tagliatelle",sugar,0.012098501070663811,0.7635135135135134,1.4965826266980513,3,1,"frozenset({'tagliatelle', 'chocolate', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:jamaican, sugar",filling,0.011991434689507495,0.3684210526315789,1.4961098398169335,2,1,"frozenset({'sugar', 'cuisine:jamaican'})",frozenset({'filling'}),cuisine_to_ingredient,jamaican
"cola, sugar",chicken,0.01595289079229122,0.36519607843137253,1.4947113814851092,2,1,"frozenset({'sugar', 'cola'})",frozenset({'chicken'}),ingredient_to_ingredient,
"cheese, chicken",pasta,0.015738758029978588,0.30434782608695654,1.4937512851561607,2,1,"frozenset({'chicken', 'cheese'})",frozenset({'pasta'}),ingredient_to_ingredient,
"cherry, tikka paste",sugar,0.011991434689507495,0.7619047619047619,1.493429270973867,2,1,"frozenset({'tikka paste', 'cherry'})",frozenset({'sugar'}),ingredient_to_ingredient,
"tikka paste, wheat gluten",sugar,0.017451820128479657,0.7616822429906542,1.4929931058830452,2,1,"frozenset({'wheat gluten', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, grape, pepper",sugar,0.010599571734475375,0.7615384615384616,1.4927112761320527,3,1,"frozenset({'pepper', 'grape', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, tikka paste, wheat gluten",sugar,0.010599571734475375,0.7615384615384616,1.4927112761320527,3,1,"frozenset({'tikka paste', 'wheat gluten', 'corn'})",frozenset({'sugar'}),ingredient_to_ingredient,
"daikon, grape",filling,0.01113490364025696,0.3674911660777385,1.4923336918113383,2,1,"frozenset({'daikon', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"espresso, grape",sugar,0.019057815845824413,0.7606837606837608,1.491035954834486,2,1,"frozenset({'espresso', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, cilantro",corn,0.010278372591006424,0.4549763033175355,1.4905221581851216,2,1,"frozenset({'chicken', 'cilantro'})",frozenset({'corn'}),ingredient_to_ingredient,
"cheese, chocolate",sugar,0.020663811563169165,0.7598425196850394,1.4893870165494791,2,1,"frozenset({'chocolate', 'cheese'})",frozenset({'sugar'}),ingredient_to_ingredient,
"pepper, shrimp stock",sugar,0.010492505353319057,0.7596899224806201,1.4890879068140592,2,1,"frozenset({'pepper', 'shrimp stock'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, filling",grape,0.023768736616702354,0.33841463414634143,1.4888331054766033,2,1,"frozenset({'chocolate', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"chocolate, cucumber",sugar,0.016809421841541754,0.7584541062801932,1.4866655514495288,2,1,"frozenset({'chocolate', 'cucumber'})",frozenset({'sugar'}),ingredient_to_ingredient,
shrimp,filling,0.04014989293361884,0.36585365853658536,1.4856839872746552,1,1,frozenset({'shrimp'}),frozenset({'filling'}),ingredient_to_ingredient,
"chicken, cuisine:vietnamese",corn,0.010920770877944325,0.45333333333333325,1.485139717058342,2,1,"frozenset({'chicken', 'cuisine:vietnamese'})",frozenset({'corn'}),cuisine_to_ingredient,vietnamese
"corn, tikka paste",sugar,0.034796573875803,0.7575757575757576,1.4849438773887882,2,1,"frozenset({'tikka paste', 'corn'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, rice",pasta,0.011349036402569594,0.301994301994302,1.482200094916858,2,1,"frozenset({'chicken', 'rice'})",frozenset({'pasta'}),ingredient_to_ingredient,
wheat gluten,sugar,0.026231263383297645,0.7561728395061729,1.48219398131955,1,1,frozenset({'wheat gluten'}),frozenset({'sugar'}),ingredient_to_ingredient,
"beef, corn, tikka paste",sugar,0.011563169164882228,0.7552447552447553,1.4803748193045152,3,1,"frozenset({'tikka paste', 'beef', 'corn'})",frozenset({'sugar'}),ingredient_to_ingredient,
cornflake,corn,0.019593147751605994,0.4518518518518518,1.4802863192901774,1,1,frozenset({'cornflake'}),frozenset({'corn'}),ingredient_to_ingredient,
"crouton, grape",sugar,0.011884368308351177,0.7551020408163265,1.4800950810544575,2,1,"frozenset({'crouton', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"grape, rice",corn,0.020556745182012847,0.45176470588235296,1.480000825303815,2,1,"frozenset({'rice', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
truffle,filling,0.023447537473233405,0.3643926788685524,1.4797511394053389,1,1,frozenset({'truffle'}),frozenset({'filling'}),ingredient_to_ingredient,
"filling, rice",corn,0.023554603854389723,0.45081967213114754,1.4769048536320302,2,1,"frozenset({'rice', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, rice, sugar",corn,0.011777301927194861,0.45081967213114754,1.4769048536320302,3,1,"frozenset({'rice', 'sugar', 'chocolate'})",frozenset({'corn'}),ingredient_to_ingredient,
chocolate,sugar,0.1273019271948608,0.753008233058898,1.4759909542014917,1,1,frozenset({'chocolate'}),frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:indian, filling",sugar,0.017558886509635975,0.7522935779816514,1.474590140262041,2,1,"frozenset({'cuisine:indian', 'filling'})",frozenset({'sugar'}),cuisine_to_ingredient,indian
"corn, rice",filling,0.023554603854389723,0.36303630363036304,1.474243076481561,2,1,"frozenset({'rice', 'corn'})",frozenset({'filling'}),ingredient_to_ingredient,
beef broth,corn,0.01006423982869379,0.44976076555023925,1.4734358296174095,1,1,frozenset({'beef broth'}),frozenset({'corn'}),ingredient_to_ingredient,
"cuisine:russian, sugar",filling,0.011027837259100642,0.3626760563380282,1.4727801592161667,2,1,"frozenset({'sugar', 'cuisine:russian'})",frozenset({'filling'}),cuisine_to_ingredient,russian
pisco,chicken,0.017451820128479657,0.3598233995584989,1.4727215389467045,1,1,frozenset({'pisco'}),frozenset({'chicken'}),ingredient_to_ingredient,
"pork heart, sugar",corn,0.011884368308351177,0.4493927125506073,1.4722300719826982,2,1,"frozenset({'sugar', 'pork heart'})",frozenset({'corn'}),ingredient_to_ingredient,
"beef, tagliatelle",filling,0.012419700214132762,0.3625,1.4720652173913045,2,1,"frozenset({'tagliatelle', 'beef'})",frozenset({'filling'}),ingredient_to_ingredient,
"pasta, vermicelli",chicken,0.012312633832976445,0.35937499999999994,1.4708862839614372,2,1,"frozenset({'pasta', 'vermicelli'})",frozenset({'chicken'}),ingredient_to_ingredient,
"char, sugar",corn,0.011241970021413276,0.44871794871794873,1.4700195163190606,2,1,"frozenset({'char', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,
"chocolate, daikon",sugar,0.014668094218415417,0.7486338797814208,1.4674166709671501,2,1,"frozenset({'daikon', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, crabmeat",sugar,0.028372591006423982,0.7485875706214689,1.4673258991824805,2,1,"frozenset({'crabmeat', 'corn'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cheese, tikka paste",sugar,0.01113490364025696,0.748201438848921,1.4665690322872869,2,1,"frozenset({'tikka paste', 'cheese'})",frozenset({'sugar'}),ingredient_to_ingredient,
pepper,grape,0.031477516059957175,0.332955832389581,1.4648174632683402,1,1,frozenset({'pepper'}),frozenset({'grape'}),ingredient_to_ingredient,
"thyme, tikka paste",sugar,0.01006423982869379,0.746031746031746,1.4623161611619115,2,1,"frozenset({'tikka paste', 'thyme'})",frozenset({'sugar'}),ingredient_to_ingredient,
cranberry,filling,0.010599571734475375,0.36,1.4619130434782608,1,1,frozenset({'cranberry'}),frozenset({'filling'}),ingredient_to_ingredient,
crab,corn,0.011027837259100642,0.4458874458874459,1.460746665937827,1,1,frozenset({'crab'}),frozenset({'corn'}),ingredient_to_ingredient,
"filling, pasta",corn,0.022483940042826552,0.445859872611465,1.460656334686455,2,1,"frozenset({'pasta', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"rice, vermicelli",filling,0.010813704496788009,0.3594306049822064,1.4596008045799163,2,1,"frozenset({'rice', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, tomato",sugar,0.014025695931477516,0.7443181818181818,1.4589573595344847,2,1,"frozenset({'tomato', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cereal, chocolate",sugar,0.015203426124197002,0.7434554973821988,1.457266389412327,2,1,"frozenset({'chocolate', 'cereal'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chicken, seasoning",sugar,0.012098501070663811,0.7434210526315789,1.4571988733638923,2,1,"frozenset({'chicken', 'seasoning'})",frozenset({'sugar'}),ingredient_to_ingredient,
"espresso, filling",sugar,0.02366167023554604,0.7416107382550337,1.4536504292344208,2,1,"frozenset({'espresso', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, grape",corn,0.03372591006423983,0.4436619718309859,1.4534559161351837,2,1,"frozenset({'grape', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"butter, cuisine:indian",sugar,0.012205567451820129,0.7402597402597403,1.451002303048473,2,1,"frozenset({'butter', 'cuisine:indian'})",frozenset({'sugar'}),cuisine_to_ingredient,indian
"chocolate, sausage",sugar,0.012419700214132762,0.7388535031847134,1.448245901310645,2,1,"frozenset({'chocolate', 'sausage'})",frozenset({'sugar'}),ingredient_to_ingredient,
"sugar, tagliatelle, yeast",filling,0.011027837259100642,0.35640138408304495,1.4472995336241914,3,1,"frozenset({'tagliatelle', 'sugar', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"beef, tikka paste",sugar,0.02987152034261242,0.7380952380952381,1.4467596062559338,2,1,"frozenset({'beef', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cilantro, sugar",grape,0.010171306209850108,0.328719723183391,1.446180977170453,2,1,"frozenset({'cilantro', 'sugar'})",frozenset({'grape'}),ingredient_to_ingredient,
"rice, vermicelli",corn,0.013276231263383297,0.44128113879003555,1.4456562035422422,2,1,"frozenset({'rice', 'vermicelli'})",frozenset({'corn'}),ingredient_to_ingredient,
"chicken, filling",grape,0.012312633832976445,0.32857142857142857,1.4455285646995493,2,1,"frozenset({'chicken', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"corn, pisco",sugar,0.012312633832976445,0.7371794871794871,1.4449646191513978,2,1,"frozenset({'pisco', 'corn'})",frozenset({'sugar'}),ingredient_to_ingredient,
"crabmeat, tikka paste",sugar,0.026659528907922912,0.7366863905325444,1.4439980876335707,2,1,"frozenset({'crabmeat', 'tikka paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, truffle",grape,0.01145610278372591,0.3282208588957055,1.443986256281625,2,1,"frozenset({'truffle', 'corn'})",frozenset({'grape'}),ingredient_to_ingredient,
"cucumber, daikon",corn,0.010706638115631691,0.44052863436123346,1.443190966304427,2,1,"frozenset({'daikon', 'cucumber'})",frozenset({'corn'}),ingredient_to_ingredient,
cornmeal,filling,0.024197002141327622,0.3553459119496855,1.4430133989608969,1,1,frozenset({'cornmeal'}),frozenset({'filling'}),ingredient_to_ingredient,
flour,corn,0.013062098501070664,0.44043321299638993,1.442878361762989,1,1,frozenset({'flour'}),frozenset({'corn'}),ingredient_to_ingredient,
"corn, grape, pepper",sugar,0.011349036402569594,0.7361111111111112,1.4428704675294393,3,1,"frozenset({'corn', 'pepper', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"chocolate, tagliatelle",sugar,0.028051391862955032,0.7359550561797752,1.4425645802138722,2,1,"frozenset({'tagliatelle', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"sausage, sugar",grape,0.014668094218415417,0.3277511961722488,1.4419200057695731,2,1,"frozenset({'sugar', 'sausage'})",frozenset({'grape'}),ingredient_to_ingredient,
"bread, sugar",filling,0.010492505353319057,0.3550724637681159,1.4419029615626968,2,1,"frozenset({'bread', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:british, tikka paste",sugar,0.012205567451820129,0.7354838709677419,1.4416409978675153,2,1,"frozenset({'tikka paste', 'cuisine:british'})",frozenset({'sugar'}),cuisine_to_ingredient,british
pancake,filling,0.018843683083511777,0.3548387096774194,1.4409537166900421,1,1,frozenset({'pancake'}),frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, cuisine:greek",sugar,0.01006423982869379,0.734375,1.4394674711437567,2,1,"frozenset({'cuisine:greek', 'chocolate'})",frozenset({'sugar'}),cuisine_to_ingredient,greek
"rice, tagliatelle",filling,0.012098501070663811,0.35423197492163006,1.4384898459860977,2,1,"frozenset({'tagliatelle', 'rice'})",frozenset({'filling'}),ingredient_to_ingredient,
"filling, semolina",sugar,0.010920770877944325,0.7338129496402878,1.4383657816663773,2,1,"frozenset({'semolina', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, cuisine:indian",sugar,0.013276231263383297,0.7337278106508875,1.4381988985266085,2,1,"frozenset({'cuisine:indian', 'corn'})",frozenset({'sugar'}),cuisine_to_ingredient,indian
"sugar, truffle",grape,0.01006423982869379,0.3263888888888889,1.435926623750458,2,1,"frozenset({'sugar', 'truffle'})",frozenset({'grape'}),ingredient_to_ingredient,
"corn, sugar, tikka paste",chicken,0.012205567451820129,0.3507692307692308,1.435663722780287,3,1,"frozenset({'tikka paste', 'sugar', 'corn'})",frozenset({'chicken'}),ingredient_to_ingredient,
"cuisine:vietnamese, rice",corn,0.012526766595289078,0.4382022471910112,1.4355696207520328,2,1,"frozenset({'rice', 'cuisine:vietnamese'})",frozenset({'corn'}),cuisine_to_ingredient,vietnamese
cuisine:moroccan,filling,0.017665952890792293,0.3533190578158458,1.434782608695652,1,1,frozenset({'cuisine:moroccan'}),frozenset({'filling'}),cuisine_to_ingredient,moroccan
"bean paste, beef, tikka paste",sugar,0.011670235546038544,0.7315436241610739,1.4339176179778448,3,1,"frozenset({'beef', 'tikka paste', 'bean paste'})",frozenset({'sugar'}),ingredient_to_ingredient,
"espresso, yeast",sugar,0.016916488222698072,0.7314814814814814,1.4337958105009523,2,1,"frozenset({'yeast', 'espresso'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cuisine:mexican, sugar",corn,0.011241970021413276,0.4375,1.433269028411084,2,1,"frozenset({'cuisine:mexican', 'sugar'})",frozenset({'corn'}),cuisine_to_ingredient,mexican
"grape, pasta",chicken,0.01873661670235546,0.35,1.4325153374233128,2,1,"frozenset({'pasta', 'grape'})",frozenset({'chicken'}),ingredient_to_ingredient,
"pancake, sugar",corn,0.011563169164882228,0.4372469635627531,1.43244007003722,2,1,"frozenset({'sugar', 'pancake'})",frozenset({'corn'}),ingredient_to_ingredient,
espresso,filling,0.03190578158458244,0.35266272189349107,1.432117314124003,1,1,frozenset({'espresso'}),frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:russian, filling",sugar,0.011027837259100642,0.7304964539007093,1.4318650324097848,2,1,"frozenset({'cuisine:russian', 'filling'})",frozenset({'sugar'}),cuisine_to_ingredient,russian
"shrimp stock, tikka paste",sugar,0.020021413276231262,0.73046875,1.4318107292759708,2,1,"frozenset({'tikka paste', 'shrimp stock'})",frozenset({'sugar'}),ingredient_to_ingredient,
"sugar, tikka paste",chicken,0.03179871520342612,0.34982332155477025,1.4317922100445022,2,1,"frozenset({'sugar', 'tikka paste'})",frozenset({'chicken'}),ingredient_to_ingredient,
"filling, shrimp",grape,0.013062098501070664,0.32533333333333336,1.4312827759459885,2,1,"frozenset({'shrimp', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"corn, filling, shrimp",sugar,0.011563169164882228,0.7297297297297297,1.4303621564901732,3,1,"frozenset({'corn', 'shrimp', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
buckwheat honey,sugar,0.011563169164882228,0.7297297297297297,1.4303621564901732,1,1,frozenset({'buckwheat honey'}),frozenset({'sugar'}),ingredient_to_ingredient,
"pisco, sugar",chicken,0.012098501070663811,0.3487654320987654,1.4274623732701444,2,1,"frozenset({'pisco', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,
pork heart,corn,0.023554603854389723,0.43564356435643564,1.4271872644998629,1,1,frozenset({'pork heart'}),frozenset({'corn'}),ingredient_to_ingredient,
"grape, pepper",sugar,0.02291220556745182,0.727891156462585,1.4267583213768193,2,1,"frozenset({'pepper', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"crabmeat, cucumber",sugar,0.012526766595289078,0.7267080745341615,1.4244393318256179,2,1,"frozenset({'crabmeat', 'cucumber'})",frozenset({'sugar'}),ingredient_to_ingredient,
"beef, espresso",sugar,0.013918629550321198,0.7262569832402235,1.4235551360889167,2,1,"frozenset({'beef', 'espresso'})",frozenset({'sugar'}),ingredient_to_ingredient,
"beef, chocolate",sugar,0.02184154175588865,0.7259786476868326,1.4230095633567716,2,1,"frozenset({'beef', 'chocolate'})",frozenset({'sugar'}),ingredient_to_ingredient,
"crabmeat, filling",sugar,0.02323340471092077,0.725752508361204,1.4225663018034933,2,1,"frozenset({'crabmeat', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"corn, sugar",filling,0.06038543897216274,0.35031055900621116,1.4225654874426141,2,1,"frozenset({'sugar', 'corn'})",frozenset({'filling'}),ingredient_to_ingredient,
"seasoning, sugar",filling,0.015524625267665952,0.35024154589371975,1.422285234194497,2,1,"frozenset({'seasoning', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"crabmeat, pisco",sugar,0.011884368308351177,0.7254901960784313,1.422052136699381,2,1,"frozenset({'crabmeat', 'pisco'})",frozenset({'sugar'}),ingredient_to_ingredient,
"cheese, corn, sugar",chicken,0.010599571734475375,0.34736842105263155,1.4217445454126112,3,1,"frozenset({'sugar', 'corn', 'cheese'})",frozenset({'chicken'}),ingredient_to_ingredient,
"sugar, yeast",filling,0.039828693790149895,0.34962406015037595,1.4197777051323963,2,1,"frozenset({'sugar', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, seasoning",sugar,0.011241970021413276,0.7241379310344828,1.4194015269385245,2,1,"frozenset({'seasoning', 'grape'})",frozenset({'sugar'}),ingredient_to_ingredient,
"butter, filling",sugar,0.014882226980728051,0.7239583333333334,1.4190494928296609,2,1,"frozenset({'butter', 'filling'})",frozenset({'sugar'}),ingredient_to_ingredient,
"filling, pasta, sugar",corn,0.010385438972162741,0.4330357142857143,1.4186438342436238,3,1,"frozenset({'sugar', 'pasta', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
